"Property Name",,"en","Node Path","Description"
"Caption","Target Type","Target Type","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Target Context IDs","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Invert Result","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Message Template Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Message Template Target Does Not Satisfy Target Criteria","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Target Criteria","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","IRule Collection Property Properties","IRule Collection Property Properties","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties",
"Caption","Target Collection Owner Type","Target Collection Owner Type","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Target Collection Property Name","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Message Template Target Does Not Satisfy Collection Criteria","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Message Template Collection Validation Message Suffix","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","IRule Combination Of Properties Is Unique Properties","IRule Combination Of Properties Is Unique Properties","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Target Properties","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Message Template Combination Of Properties Must Be Unique","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","IRule Criteria Properties","IRule Criteria Properties","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties",
"Caption","Criteria","Criteria","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Message Template Must Satisfy Criteria","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","IRule From Bool Property Properties","IRule From Bool Property Properties","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Message Template Must Be True","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","IRule Is Referenced Properties","IRule Is Referenced Properties","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties",
"Caption","Reference Property Name","Reference Property Name","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Looks For","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Message Template Must Be Referenced","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","IRule Object Exists Properties","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Criteria","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Looks For","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Message Template Must Exist","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","IRule Property Value Properties","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Target Property Name","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","IRule Range Properties","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Minimum Value","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Minimum Value Expression","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Maximum Value","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Maximum Value Expression","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Message Template Must Be In Range","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","IRule Regular Expression Properties","IRule Regular Expression Properties","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties",
"Caption","Pattern","Pattern","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Message Template Must Match Pattern","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","IRule Required Field Properties","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Message Template Must Not Be Empty","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","IRule Search Object Properties","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Found Object Messages Separator","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Found Object Message Format","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Criteria Evaluation Behavior","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Include Current Object","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Message Template Found Objects","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","IRule String Comparison Properties","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Operator Type","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Operand Value","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Ignore Case","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Message Template Must Contain","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Message Template Must Begin With","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Message Template Must End With","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Message Template Must Be Equal","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Message Template Must Not Be Equal","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","IRule Supports Collection Aggregates Properties","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Target Collection Aggregate","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","IRule Unique Value Properties","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Found Object Message Format","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Message Template Must Be Unique","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","IRule Value Comparison Properties","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Right Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Right Operand Expression","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Operator Type","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Message Template Must Be Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Message Template Must Be Greater Than Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Message Template Must Be Greater Than Or Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Message Template Must Be Less Than Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Message Template Must Be Less Than Or Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Message Template Must Not Be Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Rule Base Properties","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","Name","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Custom Message Template","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Target Type","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Target Context IDs","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Invert Result","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Message Template Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Message Template Target Does Not Satisfy Target Criteria","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
